id,name,name_short,name_export,code,code
606,新潟県労金,ﾆｲｶﾞﾀｹﾝﾛｳｷﾝ,新潟県労金,2965,2965
607,長野県労金,ﾅｶﾞﾉｹﾝﾛｳｷﾝ,長野県労金,2966,2966
608,静岡県労金,ｼｽﾞｵｶｹﾝﾛｳｷﾝ,静岡県労金,2968,2968
609,北陸労金,ﾎｸﾘｸﾛｳｷﾝ,北陸労金,2970,2970
610,東海労金,ﾄｳｶｲﾛｳｷﾝ,東海労金,2972,2972
611,近畿労金,ｷﾝｷﾛｳｷﾝ,近畿労金,2978,2978
612,中国労金,ﾁﾕｳｺﾞｸﾛｳｷﾝ,中国労金,2984,2984
613,四国労金,ｼｺｸﾛｳｷﾝ,四国労金,2987,2987
614,九州労金,ｷﾕｳｼﾕｳﾛｳｷﾝ,九州労金,2990,2990
615,沖縄県労金,ｵｷﾅﾜｹﾝﾛｳｷﾝ,沖縄県労金,2997,2997
616,農林中金,ﾉｳﾘﾝﾁﾕｳｷﾝ,農林中金銀行,3000,3000
617,北海道信連,ﾎﾂｶｲﾄﾞｳｼﾝﾚﾝ,北海道信連,3001,3001
618,岩手県信連,ｲﾜﾃｹﾝｼﾝﾚﾝ,岩手県信連,3003,3003
619,茨城県信連,ｲﾊﾞﾗｷｹﾝｼﾝﾚﾝ,茨城県信連,3008,3008
620,群馬県信連,ｸﾞﾝﾏｹﾝｼﾝﾚﾝ,群馬県信連,3010,3010
621,埼玉県信連,ｻｲﾀﾏｹﾝｼﾝﾚﾝ,埼玉県信連,3011,3011
622,千葉県信連,ﾁﾊﾞｹﾝｼﾝﾚﾝ,千葉県信連,3012,3012
623,東京都信連,ﾄｳｷﾖｳﾄｼﾝﾚﾝ,東京都信連,3013,3013
624,神奈川県信連,ｶﾅｶﾞﾜｹﾝｼﾝﾚﾝ,神奈川県信連,3014,3014
625,山梨県信連,ﾔﾏﾅｼｹﾝｼﾝﾚﾝ,山梨県信連,3015,3015
626,長野県信連,ﾅｶﾞﾉｹﾝｼﾝﾚﾝ,長野県信連,3016,3016
627,新潟県信連,ﾆｲｶﾞﾀｹﾝｼﾝﾚﾝ,新潟県信連,3017,3017
628,石川県信連,ｲｼｶﾜｹﾝｼﾝﾚﾝ,石川県信連,3019,3019
629,岐阜県信連,ｷﾞﾌｹﾝｼﾝﾚﾝ,岐阜県信連,3020,3020
630,静岡県信連,ｼｽﾞｵｶｹﾝｼﾝﾚﾝ,静岡県信連,3021,3021
631,愛知県信連,ｱｲﾁｹﾝｼﾝﾚﾝ,愛知県信連,3022,3022
632,三重県信連,ﾐｴｹﾝｼﾝﾚﾝ,三重県信連,3023,3023
633,福井県信連,ﾌｸｲｹﾝｼﾝﾚﾝ,福井県信連,3024,3024
634,滋賀県信連,ｼｶﾞｹﾝｼﾝﾚﾝ,滋賀県信連,3025,3025
635,京都府信連,ｷﾖｳﾄﾌｼﾝﾚﾝ,京都府信連,3026,3026
636,大阪府信連,ｵｵｻｶﾌｼﾝﾚﾝ,大阪府信連,3027,3027
637,兵庫県信連,ﾋﾖｳｺﾞｹﾝｼﾝﾚﾝ,兵庫県信連,3028,3028
638,和歌山県信連,ﾜｶﾔﾏｹﾝｼﾝﾚﾝ,和歌山県信連,3030,3030
639,鳥取県信連,ﾄﾂﾄﾘｹﾝｼﾝﾚﾝ,鳥取県信連,3031,3031
640,島根県信連,ｼﾏﾈｹﾝｼﾝﾚﾝ,島根県信連,3032,3032
641,広島県信連,ﾋﾛｼﾏｹﾝｼﾝﾚﾝ,広島県信連,3034,3034
642,山口県信連,ﾔﾏｸﾞﾁｹﾝｼﾝﾚﾝ,山口県信連,3035,3035
643,徳島県信連,ﾄｸｼﾏｹﾝｼﾝﾚﾝ,徳島県信連,3036,3036
644,香川県信連,ｶｶﾞﾜｹﾝｼﾝﾚﾝ,香川県信連,3037,3037
645,愛媛県信連,ｴﾋﾒｹﾝｼﾝﾚﾝ,愛媛県信連,3038,3038
646,高知県信連,ｺｳﾁｹﾝｼﾝﾚﾝ,高知県信連,3039,3039
647,福岡県信連,ﾌｸｵｶｹﾝｼﾝﾚﾝ,福岡県信連,3040,3040
648,佐賀県信連,ｻｶﾞｹﾝｼﾝﾚﾝ,佐賀県信連,3041,3041
649,大分県信連,ｵｵｲﾀｹﾝｼﾝﾚﾝ,大分県信連,3044,3044
650,宮崎県信連,ﾐﾔｻﾞｷｹﾝｼﾝﾚﾝ,宮崎県信連,3045,3045
651,鹿児島県信連,ｶｺﾞｼﾏｹﾝｼﾝﾚﾝ,鹿児島県信連,3046,3046
652,北檜山町農協,ｷﾀﾋﾔﾏﾁﾖｳﾉｳｷﾖｳ,北檜山町農協,3056,3056
653,今金町農協,ｲﾏｶﾞﾈﾁﾖｳﾉｳｷﾖｳ,今金町農協,3058,3058
654,函館市亀田農協,ﾊｺﾀﾞﾃｼｶﾒﾀﾞﾉｳｷﾖｳ,函館市亀田農協,3066,3066
655,新函館農協,ｼﾝﾊｺﾀﾞﾃﾉｳｷﾖｳ,新函館農協,3068,3068
656,ようてい農協,ﾖｳﾃｲﾉｳｷﾖｳ,ようてい農協,3086,3086
657,きょうわ農協,ｷﾖｳﾜﾉｳｷﾖｳ,きょうわ農協,3087,3087
658,新おたる農協,ｼﾝｵﾀﾙﾉｳｷﾖｳ,新おたる農協,3094,3094
659,余市町農協,ﾖｲﾁﾁﾖｳﾉｳｷﾖｳ,余市町農協,3095,3095
660,とうや湖農協,ﾄｳﾔｺﾉｳｷﾖｳ,とうや湖農協,3103,3103
661,伊達市農協,ﾀﾞﾃｼﾉｳｷﾖｳ,伊達市農協,3107,3107
662,とまこまい広域農協,ﾄﾏｺﾏｲｺｳｲｷﾉｳｷﾖｳ,とまこまい広域農協,3112,3112
663,鵡川農協,ﾑｶﾜﾉｳｷﾖｳ,鵡川農協,3114,3114
664,平取町農協,ﾋﾞﾗﾄﾘﾁﾖｳﾉｳｷﾖｳ,平取町農協,3120,3120
665,富川農協,ﾄﾐｶﾜﾉｳｷﾖｳ,富川農協,3121,3121
666,門別町農協,ﾓﾝﾍﾞﾂﾁﾖｳﾉｳｷﾖｳ,門別町農協,3122,3122
667,新冠町農協,ﾆｲｶﾂﾌﾟﾁﾖｳﾉｳｷﾖｳ,新冠町農協,3124,3124
668,しずない農協,ｼｽﾞﾅｲﾉｳｷﾖｳ,しずない農協,3125,3125
669,みついし農協,ﾐﾂｲｼﾉｳｷﾖｳ,みついし農協,3126,3126
670,ひだか東農協,ﾋﾀﾞｶﾋｶﾞｼﾉｳｷﾖｳ,ひだか東農協,3129,3129
671,札幌市農協,ｻﾂﾎﾟﾛｼﾉｳｷﾖｳ,札幌市農協,3133,3133
672,道央農協,ﾄﾞｳｵｳﾉｳｷﾖｳ,道央農協,3139,3139
673,石狩市農協,ｲｼｶﾘｼﾉｳｷﾖｳ,石狩市農協,3142,3142
674,北石狩農協,ｷﾀｲｼｶﾘﾉｳｷﾖｳ,北石狩農協,3145,3145
675,新篠津村農協,ｼﾝｼﾉﾂﾑﾗﾉｳｷﾖｳ,新篠津村農協,3147,3147
676,サツラク農協,ｻﾂﾗｸﾉｳｷﾖｳ,サツラク農協,3154,3154
677,いわみざわ農協,ｲﾜﾐｻﾞﾜﾉｳｷﾖｳ,いわみざわ農協,3156,3156
678,南幌町農協,ﾅﾝﾎﾟﾛﾁﾖｳﾉｳｷﾖｳ,南幌町農協,3161,3161
679,美唄市農協,ﾋﾞﾊﾞｲｼﾉｳｷﾖｳ,美唄市農協,3164,3164
680,峰延農協,ﾐﾈﾉﾌﾞﾉｳｷﾖｳ,峰延農協,3165,3165
681,月形町農協,ﾂｷｶﾞﾀﾁﾖｳﾉｳｷﾖｳ,月形町農協,3168,3168
682,ながぬま農協,ﾅｶﾞﾇﾏﾉｳｷﾖｳ,ながぬま農協,3170,3170
683,そらち南農協,ｿﾗﾁﾐﾅﾐﾉｳｷﾖｳ,そらち南農協,3172,3172
684,夕張市農協,ﾕｳﾊﾞﾘｼﾉｳｷﾖｳ,夕張市農協,3173,3173
685,新砂川農協,ｼﾝｽﾅｶﾞﾜﾉｳｷﾖｳ,新砂川農協,3175,3175
686,たきかわ農協,ﾀｷｶﾜﾉｳｷﾖｳ,たきかわ農協,3177,3177
687,ピンネ農協,ﾋﾟﾝﾈﾉｳｷﾖｳ,ピンネ農協,3181,3181
688,北いぶき農協,ｷﾀｲﾌﾞｷﾉｳｷﾖｳ,北いぶき農協,3188,3188
689,きたそらち農協,ｷﾀｿﾗﾁﾉｳｷﾖｳ,きたそらち農協,3189,3189
690,南るもい農協,ﾐﾅﾐﾙﾓｲﾉｳｷﾖｳ,南るもい農協,3200,3200
691,苫前町農協,ﾄﾏﾏｴﾁﾖｳﾉｳｷﾖｳ,苫前町農協,3201,3201
692,オロロン農協,ｵﾛﾛﾝﾉｳｷﾖｳ,オロロン農協,3202,3202
693,天塩町農協,ﾃｼｵﾁﾖｳﾉｳｷﾖｳ,天塩町農協,3206,3206
694,幌延町農協,ﾎﾛﾉﾍﾞﾁﾖｳﾉｳｷﾖｳ,幌延町農協,3208,3208
695,あさひかわ農協,ｱｻﾋｶﾜﾉｳｷﾖｳ,あさひかわ農協,3210,3210
696,たいせつ農協,ﾀｲｾﾂﾉｳｷﾖｳ,たいせつ農協,3214,3214
697,東神楽農協,ﾋｶﾞｼｶｸﾞﾗﾉｳｷﾖｳ,東神楽農協,3219,3219
698,東旭川農協,ﾋｶﾞｼｱｻﾋｶﾜﾉｳｷﾖｳ,東旭川農協,3220,3220
699,当麻農協,ﾄｳﾏﾉｳｷﾖｳ,当麻農協,3223,3223
700,比布町農協,ﾋﾟﾂﾌﾟﾁﾖｳﾉｳｷﾖｳ,比布町農協,3224,3224
701,上川中央農協,ｶﾐｶﾜﾁﾕｳｵｳﾉｳｷﾖｳ,上川中央農協,3225,3225
702,東川町農協,ﾋｶﾞｼｶﾜﾁﾖｳﾉｳｷﾖｳ,東川町農協,3227,3227
703,美瑛町農協,ﾋﾞｴｲﾁﾖｳﾉｳｷﾖｳ,美瑛町農協,3228,3228
704,ふらの農協,ﾌﾗﾉﾉｳｷﾖｳ,ふらの農協,3231,3231
705,北ひびき農協,ｷﾀﾋﾋﾞｷﾉｳｷﾖｳ,北ひびき農協,3238,3238
706,道北なよろ農協,ﾄﾞｳﾎｸﾅﾖﾛﾉｳｷﾖｳ,道北なよろ農協,3244,3244
707,北はるか農協,ｷﾀﾊﾙｶﾉｳｷﾖｳ,北はるか農協,3248,3248
708,稚内農協,ﾜﾂｶﾅｲﾉｳｷﾖｳ,稚内農協,3254,3254
709,北宗谷農協,ｷﾀｿｳﾔﾉｳｷﾖｳ,北宗谷農協,3257,3257
710,東宗谷農協,ﾋｶﾞｼｿｳﾔﾉｳｷﾖｳ,東宗谷農協,3259,3259
711,中頓別町農協,ﾅｶﾄﾝﾍﾞﾂﾁﾖｳﾉｳｷﾖｳ,中頓別町農協,3260,3260
712,宗谷南農協,ｿｳﾔﾐﾅﾐﾉｳｷﾖｳ,宗谷南農協,3261,3261
713,帯広市川西農協,ｵﾋﾞﾋﾛｼｶﾜﾆｼﾉｳｷﾖｳ,帯広市川西農協,3264,3264
714,帯広大正農協,ｵﾋﾞﾋﾛﾀｲｼﾖｳﾉｳｷﾖｳ,帯広大正農協,3265,3265
715,中札内村農協,ﾅｶｻﾂﾅｲﾑﾗﾉｳｷﾖｳ,中札内村農協,3266,3266
716,更別村農協,ｻﾗﾍﾞﾂﾑﾗﾉｳｷﾖｳ,更別村農協,3267,3267
717,忠類農協,ﾁﾕｳﾙｲﾉｳｷﾖｳ,忠類農協,3268,3268
718,大樹町農協,ﾀｲｷﾁﾖｳﾉｳｷﾖｳ,大樹町農協,3269,3269
719,広尾町農協,ﾋﾛｵﾁﾖｳﾉｳｷﾖｳ,広尾町農協,3270,3270
720,芽室町農協,ﾒﾑﾛﾁﾖｳﾉｳｷﾖｳ,芽室町農協,3271,3271
721,十勝清水町農協,ﾄｶﾁｼﾐｽﾞﾁﾖｳﾉｳｷﾖｳ,十勝清水町農協,3273,3273
722,新得町農協,ｼﾝﾄｸﾁﾖｳﾉｳｷﾖｳ,新得町農協,3275,3275
723,鹿追町農協,ｼｶｵｲﾁﾖｳﾉｳｷﾖｳ,鹿追町農協,3276,3276
724,木野農協,ｷﾉﾉｳｷﾖｳ,木野農協,3277,3277
725,音更町農協,ｵﾄﾌｹﾁﾖｳﾉｳｷﾖｳ,音更町農協,3278,3278
726,士幌町農協,ｼﾎﾛﾁﾖｳﾉｳｷﾖｳ,士幌町農協,3279,3279
727,上士幌町農協,ｶﾐｼﾎﾛﾁﾖｳﾉｳｷﾖｳ,上士幌町農協,3280,3280
728,札内農協,ｻﾂﾅｲﾉｳｷﾖｳ,札内農協,3281,3281
729,幕別町農協,ﾏｸﾍﾞﾂﾁﾖｳﾉｳｷﾖｳ,幕別町農協,3282,3282
730,十勝池田町農協,ﾄｶﾁｲｹﾀﾞﾁﾖｳﾉｳｷﾖｳ,十勝池田町農協,3283,3283
731,十勝高島農協,ﾄｶﾁﾀｶｼﾏﾉｳｷﾖｳ,十勝高島農協,3285,3285
732,豊頃町農協,ﾄﾖｺﾛﾁﾖｳﾉｳｷﾖｳ,豊頃町農協,3286,3286
733,浦幌町農協,ｳﾗﾎﾛﾁﾖｳﾉｳｷﾖｳ,浦幌町農協,3287,3287
734,本別町農協,ﾎﾝﾍﾞﾂﾁﾖｳﾉｳｷﾖｳ,本別町農協,3288,3288
735,足寄町農協,ｱｼﾖﾛﾁﾖｳﾉｳｷﾖｳ,足寄町農協,3289,3289
736,陸別町農協,ﾘｸﾍﾞﾂﾁﾖｳﾉｳｷﾖｳ,陸別町農協,3290,3290
737,北オホーツク農協,ｷﾀｵﾎ-ﾂｸﾉｳｷﾖｳ,北オホーツク農協,3297,3297
738,オホーツクはまなす農協,ｵﾎ-ﾂｸﾊﾏﾅｽﾉｳｷﾖｳ,オホーツクはまなす農協,3301,3301
739,佐呂間町農協,ｻﾛﾏﾁﾖｳﾉｳｷﾖｳ,佐呂間町農協,3303,3303
740,湧別町農協,ﾕｳﾍﾞﾂﾁﾖｳﾉｳｷﾖｳ,湧別町農協,3305,3305
741,えんゆう農協,ｴﾝﾕｳﾉｳｷﾖｳ,えんゆう農協,3306,3306
742,きたみらい農協,ｷﾀﾐﾗｲﾉｳｷﾖｳ,きたみらい農協,3317,3317
743,津別町農協,ﾂﾍﾞﾂﾁﾖｳﾉｳｷﾖｳ,津別町農協,3319,3319
744,美幌町農協,ﾋﾞﾎﾛﾁﾖｳﾉｳｷﾖｳ,美幌町農協,3320,3320
745,女満別町農協,ﾒﾏﾝﾍﾞﾂﾁﾖｳﾉｳｷﾖｳ,女満別町農協,3321,3321
746,常呂町農協,ﾄｺﾛﾁﾖｳﾉｳｷﾖｳ,常呂町農協,3322,3322
747,オホーツク網走農協,ｵﾎ-ﾂｸｱﾊﾞｼﾘﾉｳｷﾖｳ,オホーツク網走農協,3326,3326
748,小清水町農協,ｺｼﾐｽﾞﾁﾖｳﾉｳｷﾖｳ,小清水町農協,3328,3328
749,斜里町農協,ｼﾔﾘﾁﾖｳﾉｳｷﾖｳ,斜里町農協,3329,3329
750,清里町農協,ｷﾖｻﾄﾁﾖｳﾉｳｷﾖｳ,清里町農協,3330,3330
751,釧路太田農協,ｸｼﾛｵｵﾀﾉｳｷﾖｳ,釧路太田農協,3334,3334
752,浜中町農協,ﾊﾏﾅｶﾁﾖｳﾉｳｷﾖｳ,浜中町農協,3335,3335
753,標茶町農協,ｼﾍﾞﾁﾔﾁﾖｳﾉｳｷﾖｳ,標茶町農協,3336,3336
754,摩周湖農協,ﾏｼﾕｳｺﾉｳｷﾖｳ,摩周湖農協,3337,3337
755,阿寒農協,ｱｶﾝﾉｳｷﾖｳ,阿寒農協,3338,3338
756,釧路丹頂農協,ｸｼﾛﾀﾝﾁﾖｳﾉｳｷﾖｳ,釧路丹頂農協,3339,3339
757,標津町農協,ｼﾍﾞﾂﾁﾖｳﾉｳｷﾖｳ,標津町農協,3348,3348
758,中標津町農協,ﾅｶｼﾍﾞﾂﾁﾖｳﾉｳｷﾖｳ,中標津町農協,3349,3349
759,計根別農協,ｹﾈﾍﾞﾂﾉｳｷﾖｳ,計根別農協,3350,3350
760,道東あさひ農協,ﾄﾞｳﾄｳｱｻﾋﾉｳｷﾖｳ,道東あさひ農協,3354,3354
761,中春別農協,ﾅｶｼﾕﾝﾍﾞﾂﾉｳｷﾖｳ,中春別農協,3358,3358
762,青森農協,ｱｵﾓﾘﾉｳｷﾖｳ,青森農協,3373,3373
763,つがる弘前農協,ﾂｶﾞﾙﾋﾛｻｷﾉｳｷﾖｳ,つがる弘前農協,3387,3387
764,相馬村農協,ｿｳﾏﾑﾗﾉｳｷﾖｳ,相馬村農協,3390,3390
765,津軽みらい農協,ﾂｶﾞﾙﾐﾗｲﾉｳｷﾖｳ,津軽みらい農協,3407,3407
766,つがるにしきた農協,ﾂｶﾞﾙﾆｼｷﾀﾉｳｷﾖｳ,つがるにしきた農協,3421,3421
767,ごしょつがる農協,ｺﾞｼﾖﾂｶﾞﾙ,ごしょつがる農協,3442,3442
768,十和田おいらせ農協,ﾄﾜﾀﾞｵｲﾗｾﾉｳｷﾖｳ,十和田おいらせ農協,3455,3455
769,ゆうき青森農協,ﾕｳｷｱｵﾓﾘﾉｳｷﾖｳ,ゆうき青森農協,3469,3469
770,おいらせ農協,ｵｲﾗｾﾉｳｷﾖｳ,おいらせ農協,3474,3474
771,八戸農協,ﾊﾁﾉﾍﾉｳｷﾖｳ,八戸農協,3488,3488
772,新岩手農協,ｼﾝｲﾜﾃﾉｳｷﾖｳ,新岩手農協,3517,3517
773,岩手中央酪農協,ｲﾜﾃﾁﾕｳｵｳﾗｸﾉｳｷﾖｳ,岩手中央酪農協,3539,3539
774,岩手中央農協,ｲﾜﾃﾁﾕｳｵｳﾉｳｷﾖｳ,岩手中央農協,3541,3541
775,花巻農協,ﾊﾅﾏｷﾉｳｷﾖｳ,花巻農協,3553,3553
776,岩手ふるさと農協,ｲﾜﾃﾌﾙｻﾄﾉｳｷﾖｳ,岩手ふるさと農協,3572,3572
777,岩手江刺農協,ｲﾜﾃｴｻｼﾉｳｷﾖｳ,岩手江刺農協,3579,3579
778,いわて平泉農協,ｲﾜﾃﾋﾗｲｽﾞﾐﾉｳｷﾖｳ,いわて平泉農協,3590,3590
779,大船渡市農協,ｵｵﾌﾅﾄｼﾉｳｷﾖｳ,大船渡市農協,3598,3598
780,仙台農協,ｾﾝﾀﾞｲﾉｳｷﾖｳ,仙台農協,3636,3636
781,岩沼市農協,ｲﾜﾇﾏｼﾉｳｷﾖｳ,岩沼市農協,3647,3647
782,名取岩沼農協,ﾅﾄﾘｲﾜﾇﾏﾉｳｷﾖｳ,名取岩沼農協,3652,3652
783,みやぎ亘理農協,ﾐﾔｷﾞﾜﾀﾘﾉｳｷﾖｳ,みやぎ亘理農協,3653,3653
784,あさひな農協,ｱｻﾋﾅﾉｳｷﾖｳ,あさひな農協,3664,3664
785,みやぎ登米農協,ﾐﾔｷﾞﾄﾒﾉｳｷﾖｳ,みやぎ登米農協,3665,3665
786,南三陸農協,ﾐﾅﾐｻﾝﾘｸﾉｳｷﾖｳ,南三陸農協,3682,3682
787,栗っこ農協,ｸﾘﾂｺﾉｳｷﾖｳ,栗っこ農協,3702,3702
788,古川農協,ﾌﾙｶﾜﾉｳｷﾖｳ,古川農協,3704,3704
789,加美よつば農協,ｶﾐﾖﾂﾊﾞﾉｳｷﾖｳ,加美よつば農協,3710,3710
790,いわでやま農協,ｲﾜﾃﾞﾔﾏﾉｳｷﾖｳ,いわでやま農協,3717,3717
791,みどりの農協,ﾐﾄﾞﾘﾉﾉｳｷﾖｳ,みどりの農協,3721,3721
792,いしのまき農協,ｲｼﾉﾏｷﾉｳｷﾖｳ,いしのまき農協,3731,3731
793,みやぎ仙南農協,ﾐﾔｷﾞｾﾝﾅﾝﾉｳｷﾖｳ,みやぎ仙南農協,3751,3751
794,かづの農協,ｶﾂﾞﾉﾉｳｷﾖｳ,かづの農協,3762,3762
795,あきた北農協,ｱｷﾀｷﾀﾉｳｷﾖｳ,あきた北農協,3764,3764
796,鷹巣町農協,ﾀｶﾉｽﾏﾁﾉｳｷﾖｳ,鷹巣町農協,3771,3771
797,あきた北央農協,ｱｷﾀﾎｸｵｳﾉｳｷﾖｳ,あきた北央農協,3773,3773
798,あきた白神農協,ｱｷﾀｼﾗｶﾐﾉｳｷﾖｳ,あきた白神農協,3784,3784
799,秋田やまもと農協,ｱｷﾀﾔﾏﾓﾄﾉｳｷﾖｳ,秋田やまもと農協,3795,3795
800,あきた湖東農協,ｱｷﾀｺﾄｳﾉｳｷﾖｳ,あきた湖東農協,3798,3798
801,秋田みなみ農協,ｱｷﾀﾐﾅﾐﾉｳｷﾖｳ,秋田みなみ農協,3805,3805
802,新あきた農協,ｼﾝｱｷﾀﾉｳｷﾖｳ,新あきた農協,3810,3810
803,秋田しんせい農協,ｱｷﾀｼﾝｾｲﾉｳｷﾖｳ,秋田しんせい農協,3825,3825
804,秋田おばこ農協,ｱｷﾀｵﾊﾞｺﾉｳｷﾖｳ,秋田おばこ農協,3855,3855
805,秋田ふるさと農協,ｱｷﾀﾌﾙｻﾄﾉｳｷﾖｳ,秋田ふるさと農協,3878,3878
806,こまち農協,ｺﾏﾁﾉｳｷﾖｳ,こまち農協,3913,3913
807,うご農協,ｳｺﾞﾉｳｷﾖｳ,うご農協,3917,3917
808,大潟村農協,ｵｵｶﾞﾀﾑﾗﾉｳｷﾖｳ,大潟村農協,3929,3929
809,山形市農協,ﾔﾏｶﾞﾀｼﾉｳｷﾖｳ,山形市農協,3931,3931
810,山形農協,ﾔﾏｶﾞﾀﾉｳｷﾖｳ,山形農協,3932,3932
811,天童市農協,ﾃﾝﾄﾞｳｼﾉｳｷﾖｳ,天童市農協,3938,3938
812,さがえ西村山農協,ｻｶﾞｴﾆｼﾑﾗﾔﾏﾉｳｷﾖｳ,さがえ西村山農協,3943,3943
813,みちのく村山農協,ﾐﾁﾉｸﾑﾗﾔﾏﾉｳｷﾖｳ,みちのく村山農協,3960,3960
814,東根市農協,ﾋｶﾞｼﾈｼﾉｳｷﾖｳ,東根市農協,3962,3962
815,新庄市農協,ｼﾝｼﾞﾖｳｼﾉｳｷﾖｳ,新庄市農協,3971,3971
816,新庄もがみ農協,ｼﾝｼﾞﾖｳﾓｶﾞﾐﾉｳｷﾖｳ,新庄もがみ農協,3973,3973
817,山形もがみ農協,ﾔﾏｶﾞﾀﾓｶﾞﾐﾉｳｷﾖｳ,山形もがみ農協,3980,3980
818,真室川町農協,ﾏﾑﾛｶﾞﾜﾏﾁﾉｳｷﾖｳ,真室川町農協,3986,3986
819,金山農協,ｶﾈﾔﾏﾉｳｷﾖｳ,金山農協,3987,3987
820,山形おきたま農協,ﾔﾏｶﾞﾀｵｷﾀﾏﾉｳｷﾖｳ,山形おきたま農協,3989,3989
821,鶴岡市農協,ﾂﾙｵｶｼﾉｳｷﾖｳ,鶴岡市農協,4000,4000
822,庄内たがわ農協,ｼﾖｳﾅｲﾀｶﾞﾜﾉｳｷﾖｳ,庄内たがわ農協,4013,4013
823,余目町農協,ｱﾏﾙﾒﾏﾁﾉｳｷﾖｳ,余目町農協,4022,4022
824,庄内みどり農協,ｼﾖｳﾅｲﾐﾄﾞﾘﾉｳｷﾖｳ,庄内みどり農協,4027,4027
825,酒田市袖浦農協,ｻｶﾀｼｿﾃﾞｳﾗﾉｳｷﾖｳ,酒田市袖浦農協,4036,4036
826,新ふくしま農協,ｼﾝﾌｸｼﾏﾉｳｷﾖｳ,新ふくしま農協,4047,4047
827,伊達みらい農協,ﾀﾞﾃﾐﾗｲﾉｳｷﾖｳ,伊達みらい農協,4064,4064
828,みちのく安達農協,ﾐﾁﾉｸｱﾀﾞﾁﾉｳｷﾖｳ,みちのく安達農協,4069,4069
829,郡山市農協,ｺｵﾘﾔﾏｼﾉｳｷﾖｳ,郡山市農協,4076,4076
830,すかがわ岩瀬農協,ｽｶｶﾞﾜｲﾜｾﾉｳｷﾖｳ,すかがわ岩瀬農協,4091,4091
831,あぶくま石川農協,ｱﾌﾞｸﾏｲｼｶﾜﾉｳｷﾖｳ,あぶくま石川農協,4104,4104
832,たむら農協,ﾀﾑﾗﾉｳｷﾖｳ,たむら農協,4125,4125
833,白河農協,ｼﾗｶﾜﾉｳｷﾖｳ,白河農協,4130,4130
834,東西しらかわ農協,ﾄｳｻﾞｲｼﾗｶﾜﾉｳｷﾖｳ,東西しらかわ農協,4132,4132
835,あいづ農協,ｱｲﾂﾞﾉｳｷﾖｳ,あいづ農協,4148,4148
836,会津いいで農協,ｱｲﾂﾞｲｲﾃﾞﾉｳｷﾖｳ,会津いいで農協,4160,4160
837,会津みどり農協,ｱｲﾂﾞﾐﾄﾞﾘﾉｳｷﾖｳ,会津みどり農協,4175,4175
838,会津みなみ農協,ｱｲﾂﾞﾐﾅﾐﾉｳｷﾖｳ,会津みなみ農協,4189,4189
839,いわき市農協,ｲﾜｷｼﾉｳｷﾖｳ,いわき市農協,4196,4196
840,いわき中部農協,ｲﾜｷﾁﾕｳﾌﾞﾉｳｷﾖｳ,いわき中部農協,4197,4197
841,ふたば農協,ﾌﾀﾊﾞﾉｳｷﾖｳ,ふたば農協,4220,4220
842,そうま農協,ｿｳﾏﾉｳｷﾖｳ,そうま農協,4230,4230
843,水戸農協,ﾐﾄﾉｳｷﾖｳ,水戸農協,4238,4238
844,ひたちなか農協,ﾋﾀﾁﾅｶﾉｳｷﾖｳ,ひたちなか農協,4263,4263
845,茨城中央農協,ｲﾊﾞﾗｷﾁﾕｳｵｳﾉｳｷﾖｳ,茨城中央農協,4267,4267
846,茨城みどり農協,ｲﾊﾞﾗｷﾐﾄﾞﾘﾉｳｷﾖｳ,茨城みどり農協,4273,4273
847,茨城みずほ農協,ｲﾊﾞﾗｷﾐｽﾞﾎﾉｳｷﾖｳ,茨城みずほ農協,4284,4284
848,茨城ひたち農協,ｲﾊﾞﾗｷﾋﾀﾁﾉｳｷﾖｳ,茨城ひたち農協,4288,4288
849,日立市多賀農協,ﾋﾀﾁｼﾀｶﾞﾉｳｷﾖｳ,日立市多賀農協,4294,4294
850,茨城旭村農協,ｲﾊﾞﾗｷｱｻﾋﾑﾗﾉｳｷﾖｳ,茨城旭村農協,4295,4295
851,ほこた農協,ﾎｺﾀﾉｳｷﾖｳ,ほこた農協,4296,4296
852,しおさい農協,ｼｵｻｲﾉｳｷﾖｳ,しおさい農協,4301,4301
853,なめがた農協,ﾅﾒｶﾞﾀﾉｳｷﾖｳ,なめがた農協,4310,4310
854,稲敷農協,ｲﾅｼｷﾉｳｷﾖｳ,稲敷農協,4322,4322
855,茨城かすみ農協,ｲﾊﾞﾗｷｶｽﾐﾉｳｷﾖｳ,茨城かすみ農協,4324,4324
856,竜ケ崎市農協,ﾘﾕｳｶﾞｻｷｼﾉｳｷﾖｳ,竜ケ崎市農協,4344,4344
857,土浦農協,ﾂﾁｳﾗﾉｳｷﾖｳ,土浦農協,4357,4357
858,つくば市農協,ﾂｸﾊﾞｼﾉｳｷﾖｳ,つくば市農協,4363,4363
859,つくば市谷田部農協,ﾂｸﾊﾞｼﾔﾀﾍﾞﾉｳｷﾖｳ,つくば市谷田部農協,4371,4371
860,茨城みなみ農協,ｲﾊﾞﾗｷﾐﾅﾐﾉｳｷﾖｳ,茨城みなみ農協,4378,4378
861,ひたち野農協,ﾋﾀﾁﾉﾉｳｷﾖｳ,ひたち野農協,4386,4386
862,やさと農協,ﾔｻﾄﾉｳｷﾖｳ,やさと農協,4387,4387
